league.year,league.name,entry.name,phase.name,division.name,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1944,Ohio State League,Springfield,regular,,,76,54,,0.585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Newark,regular,,,71,58,,0.55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Middletown,regular,,,66,61,,0.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Lima,regular,,,65,62,,0.512,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Zanesville,regular,,,58,71,,0.45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Marion,regular,,,50,80,,0.385,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Newark,semifinal,Semifinal 1,,3,1,,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Lima,semifinal,Semifinal 1,,1,3,,0.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Middletown,semifinal,Semifinal 2,,3,2,,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Springfield,semifinal,Semifinal 2,,2,3,,0.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Newark,final,,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Middletown,final,,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Lima,regular,,,,,,,,,128,,4281,798,,1194,1623,,186,78,29,694,516,,684,,39,91,,177,,0.279,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Newark,regular,,,,,,,,,129,,4277,725,,1165,1611,,175,50,57,594,417,,639,,43,88,,121,,0.272,,,,,,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Springfield,regular,,,,,,,,,130,,4379,739,,1164,1551,,193,61,24,626,505,,671,,35,85,,122,,0.266,,,,,,,,,,,671,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Zanesville,regular,,,,,,,,,131,,4304,584,,1078,1401,,130,77,13,471,425,,717,,30,85,,96,,0.25,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Marion,regular,,,,,,,,,131,,4250,591,,1046,1415,,175,61,24,502,476,,695,,46,43,,110,,0.246,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Middletown,regular,,,,,,,,,127,,4076,617,,996,1337,,117,64,32,516,544,,779,,52,68,,88,,0.244,,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,
1944,Ohio State League,Zanesville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,3284,1452,304,119,0,29,,,0.94
1944,Ohio State League,Middletown,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,3139,1455,291,112,0,17,,,0.94
1944,Ohio State League,Marion,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,3170,1401,341,104,0,26,,,0.931
1944,Ohio State League,Newark,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,3250,1330,355,105,0,13,,,0.928
1944,Ohio State League,Springfield,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,3300,1266,356,79,0,37,,,0.928
1944,Ohio State League,Lima,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,3204,1338,374,78,0,38,,,0.924
