league.year,league.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1950,Big State League,Texarkana,0,M90018,Archie,George,,
1950,Big State League,Gainesville,0,M90026,Adair,James,,
1950,Big State League,Wichita Falls,0,M90039,Miller,James (Hack),,
1950,Big State League,Temple,0,M90047,Finney,Louis,,
1950,Big State League,Greenville,0,M90052,Gann,William,,
1950,Big State League,Waco,0,M90060,Hancken,Morris (Buddy),,
1950,Big State League,Sherman-Denison,0,M90071,Peel,Homer,,
1950,Big State League,Austin,1,M90083,Oana,Henry,,
1950,Big State League,Austin,2,M90094,Sarver,David,19500711,
1950,California League,Ventura,0,M90018,Lillard,Eugene,,
1950,California League,Modesto,0,M90026,Carrola,Marcus,,
1950,California League,Stockton,0,M90039,Clements,Harry,,
1950,California League,San Jose,0,M90047,Owen,Marvin,,
1950,California League,Visalia,0,M90052,Acton,James,,
1950,California League,Bakersfield,0,M90060,Griswold,Harry,,
1950,California League,Fresno,0,M90071,LeBlanc,Roland,,
1950,California League,Santa Barbara,0,M90083,Hart,William,,
