league.year,league.name,entry.name,phase.name,division.name,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_CG,P_SHO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_SF,P_WP,P_BK,P_ERA,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1916,American Association,Louisville,regular,,,101,66,,0.605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Indianapolis,regular,,,95,71,,0.572,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Minneapolis,regular,,,88,76,,0.537,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,St. Paul,regular,,,86,79,,0.521,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Kansas City,regular,,,86,81,,0.515,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Toledo,regular,,,78,86,,0.476,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Columbus,regular,,,71,90,,0.441,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Milwaukee,regular,,,54,110,,0.329,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Kansas City,regular,,,,,,,,,168,,5521,711,,1478,1943,,,,,,,,,,,220,,158,,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Indianapolis,regular,,,,,,,,,170,,5499,744,,1459,1895,,,,,,,,,,,227,,228,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Minneapolis,regular,,,,,,,,,166,,5588,800,,1470,1920,,,,,,,,,,,160,,148,,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Louisville,regular,,,,,,,,,168,,5376,694,,1392,1904,,,,,,,,,,,237,,157,,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,St. Paul,regular,,,,,,,,,168,,5471,695,,1392,1861,,,,,,,,,,,195,,184,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Toledo,regular,,,,,,,,,169,,5545,706,,1401,1876,,,,,,,,,,,178,,190,,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Columbus,regular,,,,,,,,,163,,5380,630,,1329,1719,,,,,,,,,,,200,,136,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Milwaukee,regular,,,,,,,,,164,,5254,564,,1218,1635,,,,,,,,,,,183,,207,,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,American Association,Louisville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,4423,2209,236,131,1,27,,,0.966
1916,American Association,Toledo,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,4458,2209,244,128,0,13,,,0.965
1916,American Association,Columbus,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,4280,2102,262,160,0,26,,,0.961
1916,American Association,Kansas City,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,4423,2227,300,113,0,27,,,0.957
1916,American Association,Indianapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,4478,2223,301,127,0,16,,,0.957
1916,American Association,Minneapolis,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,4405,2140,297,137,0,16,,,0.957
1916,American Association,St. Paul,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,4424,2096,305,114,0,20,,,0.955
1916,American Association,Milwaukee,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,4280,2088,370,124,1,31,,,0.945
1916,Central League,Dayton,regular/first,,,44,19,,0.698,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Grand Rapids,regular/first,,,39,25,,0.609,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Springfield,regular/first,,,33,28,,0.541,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Evansville,regular/first,,,32,32,,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Wheeling,regular/first,,,27,33,,0.45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Terre Haute,regular/first,,,28,35,,0.444,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,South Bend,regular/first,,,26,38,,0.406,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Muskegon,regular/first,,,22,42,,0.344,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Springfield,regular/second,,,40,30,,0.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Grand Rapids,regular/second,,,37,30,,0.552,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Wheeling,regular/second,,,35,39,,0.547,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Evansville,regular/second,,,31,32,,0.492,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Terre Haute,regular/second,,,33,35,,0.485,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Muskegon,regular/second,,,32,35,,0.478,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Dayton,regular/second,,,30,35,,0.462,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,South Bend,regular/second,,,27,39,,0.409,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Dayton,final,,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Springfield,final,,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Wheeling,regular,,,,,,,,,131,,4230,562,,1145,,,,,,,,,,,,152,,219,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Dayton,regular,,,,,,,,,131,,4334,503,,1130,,,,,,,,,,,,151,,186,,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Grand Rapids,regular,,,,,,,,,134,,4368,400,,1119,,,,,,,,,,,,188,,157,,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Evansville,regular,,,,,,,,,133,,4287,488,,1088,,,,,,,,,,,,151,,124,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Terre Haute,regular,,,,,,,,,134,,4332,442,,1083,,,,,,,,,,,,168,,257,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Springfield,regular,,,,,,,,,134,,4266,449,,1054,,,,,,,,,,,,190,,197,,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,South Bend,regular,,,,,,,,,136,,4286,403,,1039,,,,,,,,,,,,184,,145,,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Muskegon,regular,,,,,,,,,133,,4184,447,,1011,,,,,,,,,,,,213,,128,,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Central League,Dayton,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,5511,3530,1779,202,,,,,,0.965
1916,Central League,South Bend,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,5450,3519,1742,189,,,,,,0.964
1916,Central League,Grand Rapids,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,5379,3534,1645,200,,,,,,0.963
1916,Central League,Springfield,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,5419,3536,1673,210,,,,,,0.961
1916,Central League,Evansville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,5359,3459,1676,224,,,,,,0.958
